"Id","SalePrice"
1461,121405.242176867
1462,163188.506778427
1463,184598.776265848
1464,197278.309536238
1465,195219.206847651
1466,170366.624617339
1467,178045.601576725
1468,163872.973662924
1469,185832.513806548
1470,122081.963873646
1471,197734.855175162
1472,95579.2973179494
1473,95852.1706069888
1474,150895.901206726
1475,117326.376139463
1476,366675.599105733
1477,254913.116271923
1478,279875.482005861
1479,272203.162131864
1480,477962.91116563
1481,326641.192940364
1482,209812.668987959
1483,176050.809571843
1484,167042.900278491
1485,185425.288119537
1486,195917.697498052
1487,327169.097856097
1488,227542.365493108
1489,198123.678563818
1490,228216.069839558
1491,193681.332078698
1492,94765.1877706609
1493,178881.377542085
1494,289236.590467187
1495,289261.384356967
1496,230513.070989673
1497,182018.444796083
1498,168174.881799583
1499,161403.765249854
1500,153222.439827224
1501,174134.774461478
1502,149278.959773078
1503,287419.599070742
1504,238601.530494555
1505,222859.651496233
1506,185750.499727203
1507,244914.687333303
1508,201173.442633483
1509,162110.327911629
1510,145295.998289746
1511,150511.992080432
1512,176734.363177062
1513,140477.04813071
1514,155844.193984724
1515,188557.254153687
1516,152352.881525042
1517,167993.480111145
1518,132832.078767056
1519,218072.752543522
1520,132499.108135927
1521,135099.543935456
1522,172483.784486561
1523,114946.253096437
1524,120872.77518462
1525,123263.247507902
1526,112512.494155071
1527,105011.718622109
1528,135121.529484679
1529,152585.17011062
1530,180548.593328353
1531,106464.035838155
1532,94916.3033117121
1533,147673.022504423
1534,124320.098169502
1535,155375.457596088
1536,105885.726655106
1537,66930.6763577995
1538,152704.192427564
1539,194348.752504714
1540,91244.8009051143
1541,142663.40965125
1542,143064.205757859
1543,201920.466245327
1544,85449.6603031747
1545,109298.943715449
1546,133096.099468638
1547,135803.517047663
1548,134893.463929018
1549,116310.925374728
1550,135178.765041319
1551,109924.790018917
1552,137680.870629078
1553,151142.59265061
1554,114436.812832027
1555,163453.172190697
1556,85322.3539775752
1557,111937.565409073
1558,95743.626987653
1559,72056.7642323772
1560,132893.278950951
1561,127083.599343749
1562,129413.661304363
1563,119228.189597232
1564,166497.939594249
1565,146417.87528457
1566,232645.53686822
1567,77744.6964851195
1568,235482.234217215
1569,134159.978015721
1570,139956.049599456
1571,121553.598961221
1572,147442.128207364
1573,248690.456298846
1574,121971.780436612
1575,225263.894415529
1576,236802.415362386
1577,185675.479173577
1578,143285.785367626
1579,145869.594749822
1580,192597.843300865
1581,152291.114373754
1582,124319.34527355
1583,314623.571276631
1584,224887.863307204
1585,141097.531024873
1586,69929.7110615456
1587,98208.7314955168
1588,152250.749323157
1589,99506.9437430322
1590,136250.96600639
1591,97285.5511387215
1592,112915.926053409
1593,122617.637478656
1594,133642.245350341
1595,115987.585063353
1596,235837.813602657
1597,190043.355625366
1598,213702.297526211
1599,169620.399893676
1600,163220.824040677
1601,64360.8944174854
1602,112678.326768553
1603,75902.4423156641
1604,260167.842216425
1605,240925.366237909
1606,170215.111167905
1607,164538.05956345
1608,210503.07121329
1609,186954.448446106
1610,149168.741479802
1611,139738.765530441
1612,168657.709332807
1613,164262.982869229
1614,123637.346491045
1615,90099.6871371072
1616,76667.9473893027
1617,91805.7197199739
1618,126554.546077868
1619,137933.420407099
1620,159597.774016795
1621,136000.622361594
1622,141218.911018825
1623,269160.483537729
1624,218290.678555335
1625,119841.028774271
1626,166330.966510699
1627,188734.409491323
1628,277923.347510087
1629,178015.596023905
1630,368745.166854557
1631,216913.682458656
1632,244627.552464287
1633,171572.705415036
1634,185167.331461772
1635,174618.229845506
1636,153922.979856973
1637,194623.340348085
1638,184695.976025653
1639,180499.847654957
1640,263759.369660843
1641,179720.404005496
1642,230300.027381965
1643,219985.601509455
1644,231329.259119129
1645,199789.773316264
1646,160282.70753991
1647,156292.909032193
1648,132333.438058508
1649,137934.865745462
1650,111660.374247477
1651,122415.289887243
1652,96037.186749368
1653,98554.8717897501
1654,147450.051429811
1655,141980.997140193
1656,143291.311045503
1657,147284.365183726
1658,145539.771822706
1659,122129.124455036
1660,154860.416427072
1661,444477.552537376
