"Id","SalePrice"
1461,123219.292042144
1462,158849.389386812
1463,183257.361307314
1464,196474.8242508
1465,185544.393600897
1466,171482.798584257
1467,173955.922528856
1468,165108.815137937
1469,185064.036140447
1470,124951.902390712
1471,191970.193141488
1472,97540.7311380751
1473,96888.7396509262
1474,150262.6761785
1475,118544.621653275
1476,366315.029570279
1477,243211.202193313
1478,283019.374399437
1479,274506.651845004
1480,501665.084512125
1481,326477.996335973
1482,203333.436613257
1483,169818.277045888
1484,165499.357754593
1485,181521.990155888
1486,194646.377169475
1487,331512.482594805
1488,230106.77977826
1489,192037.875803607
1490,228157.79131194
1491,191190.730272903
1492,91982.342113631
1493,183865.717331814
1494,294871.193375397
1495,283326.940744389
1496,235125.832913117
1497,182010.20233741
1498,168717.9980636
1499,161202.697865442
1500,155475.722419272
1501,180951.078031057
1502,146029.025193222
1503,275307.521854016
1504,242565.396448458
1505,226077.696876671
1506,184581.413866298
1507,246590.976811548
1508,203330.330610792
1509,163045.98115241
1510,146605.16247429
1511,152709.311982081
1512,171536.28609217
1513,141330.631715321
1514,160582.238161234
1515,187577.189684847
1516,151151.135138181
1517,165200.667311242
1518,130252.816762038
1519,214022.777372362
1520,132943.100483218
1521,136423.413303556
1522,172305.826067831
1523,116718.45787738
1524,122850.695121289
1525,121093.567314488
1526,110987.383664957
1527,106927.502465283
1528,134167.86591506
1529,155810.381659063
1530,180406.75514774
1531,111968.120771645
1532,91761.2164220215
1533,145001.147284198
1534,123314.337161498
1535,151195.678747516
1536,105975.189596117
1537,59104.0227226768
1538,156046.335390009
1539,189846.079517631
1540,87367.2165818257
1541,140199.424824646
1542,141563.192627304
1543,203767.556937608
1544,78394.6995204818
1545,106413.406651271
1546,131614.384826594
1547,133986.053907414
1548,130499.773166672
1549,113348.971327899
1550,136204.332273626
1551,105916.675210922
1552,137535.581741351
1553,146724.931738899
1554,113622.680867084
1555,166721.508406377
1556,80997.3122466883
1557,104423.519312128
1558,97473.5249065979
1559,73860.1560351692
1560,131978.591887082
1561,122344.0604949
1562,129846.892913365
