"Id","SalePrice"
1461,124484.15384895
1462,158439.459329692
1463,182877.365365998
1464,195803.003180563
1465,184891.106641839
1466,169824.965738826
1467,174195.644509176
1468,164202.36062702
1469,184831.853388751
1470,126618.328171955
1471,195410.3643762
1472,97037.8166777352
1473,97412.4286124418
1474,150553.955930803
1475,117742.534938513
1476,365459.223880403
1477,240396.962587779
1478,278966.581339042
1479,272795.209445316
1480,501717.198897157
1481,324367.48408111
1482,203473.75544818
1483,168334.16547474
1484,164297.183679677
1485,181310.413629577
1486,194206.446242074
1487,330121.675515674
1488,229941.199100379
1489,191695.869058834
1490,226726.863397877
1491,189078.803722974
1492,91257.2378596355
1493,182978.716447346
1494,291740.527254574
1495,277444.6198831
1496,236178.490761646
1497,180874.044748135
1498,166653.603507797
1499,160232.827932089
1500,155165.703666091
1501,180404.977387363
1502,145125.631708631
1503,274388.371690322
1504,241305.516791393
1505,225289.405881591
1506,185101.22830929
1507,246897.810009223
1508,201794.93213538
1509,163703.603136454
1510,145044.124380901
1511,151076.385930231
1512,169461.154912265
1513,138151.049519273
1514,157865.9628891
1515,191589.801977416
1516,149323.83821828
1517,163703.950969431
1518,129192.038135306
1519,216138.281553111
1520,133847.226390092
1521,137162.156170252
1522,171914.835406472
1523,116390.649139086
1524,123755.343121823
1525,120597.168972835
1526,109922.729056642
1527,105752.279034277
1528,134828.790988812
1529,155063.259063062
1530,176478.793548063
1531,109161.708587249
1532,91044.1662837703
1533,145413.787610279
1534,123141.551721811
1535,152485.67165417
1536,105302.781347432
1537,59214.6854435889
1538,152532.66400227
1539,189082.728573036
1540,87910.9491222588
1541,140270.835111331
1542,138628.199817765
1543,207778.585802952
1544,78448.2384334206
1545,104509.427619308
1546,130470.461446147
1547,132810.600168843
1548,131448.347020323
1549,114343.529518231
1550,134318.027456602
1551,106422.449938115
1552,138714.640361335
1553,145894.596352934
1554,113212.752576912
1555,165822.250432187
1556,81051.5403208197
1557,102340.227617987
1558,97009.6372462954
1559,74459.4744135266
1560,132952.282860849
1561,123846.241628523
1562,130442.031643681
1563,123597.085405962
1564,162500.108186171
1565,145924.812550759
1566,238047.169646927
1567,73519.0989728296
1568,227682.508174692
1569,136639.185192601
1570,137283.145631714
1571,118227.072434305
1572,145407.921355561
1573,247578.648855395
1574,110499.622909816
1575,222502.141608846
1576,234326.541815639
1577,182835.872956449
1578,143073.338121238
1579,143345.403223068
1580,192294.983521207
1581,150122.373616667
1582,127583.561328444
1583,318561.867850165
1584,223641.590082277
1585,141058.047310315
1586,70225.5008301013
1587,103164.44824638
1588,155207.512900972
1589,93987.9227177068
1590,133269.11431002
1591,94964.3475151381
1592,118592.064884687
1593,126614.568145887
1594,127740.539549298
1595,111347.291468198
1596,229655.129070379
1597,185017.526006244
1598,210431.629689565
1599,172124.887060936
1600,163378.551313941
1601,59496.7400611966
1602,110355.932215993
1603,77131.2103972544
1604,273730.134234756
1605,241476.178545873
1606,165474.156570157
1607,170097.540226927
1608,208002.447085402
1609,176721.411574379
1610,148508.98743134
1611,136718.38953821
1612,162350.34950701
1613,164199.082206694
1614,128201.625904868
1615,90307.1296802367
1616,76404.6832725105
1617,93462.1577551865
1618,128406.664711056
1619,141464.74303396
1620,156335.390675381
1621,138197.42755304
1622,143121.955758908
1623,267781.259532371
1624,211917.514360711
1625,118788.794729808
1626,160841.294835092
1627,188986.536898528
1628,271336.117930688
1629,181423.271910312
1630,358689.997292353
1631,219489.92947024
1632,236518.372865374
1633,171673.661598539
1634,188057.862033309
1635,174519.762380628
1636,151427.471088014
1637,199339.323648962
1638,186979.767002823
1639,175989.435423691
1640,252819.685107125
1641,174278.545899826
1642,235730.061326654
1643,221444.845404655
1644,229158.370818135
1645,199302.480609646
1646,159574.828094912
1647,154443.701643177
1648,130928.507421033
1649,140674.892293511
1650,116307.869789074
1651,120883.523646108
1652,96817.7080306859
1653,98529.8956731499
1654,147028.752105585
1655,143471.040345069
1656,142714.124351094
1657,148584.984976128
1658,143537.909542501
1659,123922.511631883
1660,150960.6163971
1661,484794.309168887
1662,405822.913308449
1663,391390.695101117
1664,500813.172490338
1665,297894.631397815
1666,335683.591390152
