"Id","SalePrice"
1461,123295.578807563
1462,159332.786015763
1463,183412.107415659
1464,196597.463441732
1465,185134.8406683
1466,172210.729304814
1467,174013.277540739
1468,165647.248313744
1469,185146.621612445
1470,125176.074070187
1471,192915.751936513
1472,97643.8614698015
1473,96643.7996777568
1474,150874.304042037
1475,119798.524589072
1476,367847.666976345
1477,244430.068027613
1478,283555.100247
1479,273486.064568654
1480,501343.164802285
1481,327340.569340381
1482,202962.283202333
1483,169503.722827383
1484,166101.365338465
1485,181297.584363996
1486,195130.681637373
1487,331951.765650878
1488,231293.150491706
1489,192543.57253455
1490,227114.135649709
1491,191531.385964082
1492,91893.1503420768
1493,185107.871891226
1494,296062.975353105
1495,285271.007110273
1496,235622.169635477
1497,182741.789797479
1498,168117.472417816
1499,161119.187420072
1500,154946.389783814
1501,180952.402541921
1502,146187.314197433
1503,275168.054296113
1504,243538.927162812
1505,226468.292076182
1506,184024.12875594
1507,246491.731659466
1508,203881.710945244
1509,163639.058092897
1510,146924.013526513
1511,152211.816012473
1512,171964.199988287
1513,142034.239017308
1514,161468.592355046
1515,186653.577045722
1516,151638.79724443
1517,164620.514341846
1518,130463.646581106
1519,213827.262998536
1520,133034.518386888
1521,136423.064641338
1522,172322.170555754
1523,116963.871405565
1524,123100.628831418
1525,121590.229471849
1526,111311.416585789
1527,106865.431422998
1528,134292.784586338
1529,156217.683029966
1530,180392.822473489
1531,111823.085410743
1532,92005.5443267371
1533,145008.603027964
1534,123450.261365434
1535,151314.800691003
1536,105891.954462594
1537,58561.4060263852
1538,157933.335779495
1539,191221.51360295
1540,87308.5345034812
1541,140527.137741142
1542,142004.813166853
1543,205094.275409209
1544,77802.4860506019
1545,106537.290451027
1546,131763.146060518
1547,134489.580089696
1548,130373.562908089
1549,112666.169754566
1550,136865.246042709
1551,106034.585259177
1552,137270.783128984
1553,147815.170956072
1554,113644.956252289
1555,166818.504825217
1556,80504.8902154698
1557,104477.801675886
1558,96916.6184479544
1559,74472.7263773711
1560,132185.21160131
1561,122259.898761016
1562,129505.317891273
1563,123175.834905219
1564,161787.923537195
1565,147096.242205588
1566,236185.609072081
1567,74309.2251164544
1568,232608.737492857
1569,140397.747246388
1570,135881.83770463
1571,115677.554431694
1572,145597.413964219
1573,250197.780129042
1574,110547.45350348
1575,221766.047415733
1576,233692.112932131
1577,182271.738542949
1578,146984.29320382
1579,142814.934390105
1580,192260.465705886
1581,153592.105250154
1582,127409.048619245
1583,318200.039885477
1584,223217.9595179
1585,141067.340015065
1586,71522.2407239076
1587,103351.162684476
1588,154024.585082046
1589,93463.3157458503
1590,133645.795660579
1591,96115.2945769829
1592,117258.952003168
1593,128403.338643745
1594,126919.305813523
1595,111627.356544655
1596,229493.334172246
1597,188689.885228899
1598,212489.06621979
1599,171212.359750786
1600,161236.412344077
1601,60680.3354607496
1602,111045.914331746
1603,78588.8062607245
1604,271119.345714316
